1.30,186,201
1.31,186,201
1.32,186,201
1.33,186,201
1.34,186,201
1.35,186,201
1.36,183,200
1.37,183,200
1.38,182,199
1.39,182,198
1.40,182,197
1.41,182,194
1.42,182,194
1.43,180,193
1.44,180,193
1.45,180,191
